order_date,category,city,sales,profit,year,month,day,day_of_week,quarter,is_holiday,category_Clothing,category_Electronics,category_Food,city_Islamabad,city_Karachi,city_Lahore
2025-09-08,Food,Islamabad,4164,501,2025,9,8,Monday,3,0,0,0,1,1,0,0
2025-09-09,Food,Lahore,154,449,2025,9,9,Tuesday,3,0,0,0,1,0,0,1
2025-09-10,Food,Islamabad,1923,757,2025,9,10,Wednesday,3,0,0,0,1,1,0,0
2025-09-11,Electronics,Lahore,3562,304,2025,9,11,Thursday,3,0,0,1,0,0,0,1
2025-09-12,Electronics,Karachi,3179,535,2025,9,12,Friday,3,0,0,1,0,0,1,0
2025-09-13,Food,Islamabad,932,996,2025,9,13,Saturday,3,0,0,0,1,1,0,0
2025-09-14,Clothing,Lahore,4508,118,2025,9,14,Sunday,3,0,1,0,0,0,0,1
2025-09-15,Electronics,Karachi,2906,416,2025,9,15,Monday,3,0,0,1,0,0,1,0
2025-09-16,Food,Islamabad,2590,508,2025,9,16,Tuesday,3,0,0,0,1,1,0,0
2025-09-17,Electronics,Islamabad,427,58,2025,9,17,Wednesday,3,0,0,1,0,1,0,0
2025-09-18,Electronics,Lahore,3410,290,2025,9,18,Thursday,3,0,0,1,0,0,0,1
2025-09-19,Clothing,Lahore,3400,906,2025,9,19,Friday,3,0,1,0,0,0,0,1
2025-09-20,Food,Lahore,3775,816,2025,9,20,Saturday,3,0,0,0,1,0,0,1
2025-09-21,Food,Karachi,3154,176,2025,9,21,Sunday,3,0,0,0,1,0,1,0
2025-09-22,Clothing,Lahore,2243,94,2025,9,22,Monday,3,0,1,0,0,0,0,1
2025-09-23,Clothing,Islamabad,1411,903,2025,9,23,Tuesday,3,0,1,0,0,1,0,0
2025-09-24,Food,Islamabad,3291,819,2025,9,24,Wednesday,3,0,0,0,1,1,0,0
2025-09-25,Food,Lahore,2638,149,2025,9,25,Thursday,3,0,0,0,1,0,0,1
2025-09-26,Clothing,Lahore,4083,706,2025,9,26,Friday,3,0,1,0,0,0,0,1
2025-09-27,Electronics,Islamabad,4647,993,2025,9,27,Saturday,3,0,0,1,0,1,0,0
2025-09-28,Electronics,Karachi,264,103,2025,9,28,Sunday,3,0,0,1,0,0,1,0
2025-09-29,Clothing,Lahore,4377,41,2025,9,29,Monday,3,0,1,0,0,0,0,1
2025-09-30,Electronics,Lahore,922,478,2025,9,30,Tuesday,3,0,0,1,0,0,0,1
2025-10-01,Clothing,Islamabad,1043,558,2025,10,1,Wednesday,4,0,1,0,0,1,0,0
2025-10-02,Electronics,Lahore,4525,726,2025,10,2,Thursday,4,0,0,1,0,0,0,1
2025-10-03,Electronics,Karachi,874,868,2025,10,3,Friday,4,0,0,1,0,0,1,0
2025-10-04,Food,Islamabad,2298,401,2025,10,4,Saturday,4,0,0,0,1,1,0,0
2025-10-05,Food,Lahore,3256,767,2025,10,5,Sunday,4,0,0,0,1,0,0,1
2025-10-06,Electronics,Islamabad,4342,459,2025,10,6,Monday,4,0,0,1,0,1,0,0
2025-10-07,Electronics,Lahore,3795,623,2025,10,7,Tuesday,4,0,0,1,0,0,0,1
2025-10-08,Food,Lahore,3552,40,2025,10,8,Wednesday,4,0,0,0,1,0,0,1
2025-10-09,Food,Lahore,1014,322,2025,10,9,Thursday,4,0,0,0,1,0,0,1
2025-10-10,Food,Karachi,1408,995,2025,10,10,Friday,4,0,0,0,1,0,1,0
2025-10-11,Clothing,Karachi,4277,888,2025,10,11,Saturday,4,0,1,0,0,0,1,0
2025-10-12,Electronics,Islamabad,613,974,2025,10,12,Sunday,4,0,0,1,0,1,0,0
2025-10-13,Food,Lahore,2020,103,2025,10,13,Monday,4,0,0,0,1,0,0,1
2025-10-14,Electronics,Lahore,3694,793,2025,10,14,Tuesday,4,0,0,1,0,0,0,1
2025-10-15,Clothing,Karachi,4941,678,2025,10,15,Wednesday,4,0,1,0,0,0,1,0
2025-10-16,Clothing,Lahore,1509,972,2025,10,16,Thursday,4,0,1,0,0,0,0,1
2025-10-17,Food,Karachi,4902,472,2025,10,17,Friday,4,0,0,0,1,0,1,0
2025-10-18,Clothing,Lahore,4666,406,2025,10,18,Saturday,4,0,1,0,0,0,0,1
2025-10-19,Electronics,Islamabad,3290,526,2025,10,19,Sunday,4,0,0,1,0,1,0,0
2025-10-20,Food,Lahore,4591,276,2025,10,20,Monday,4,0,0,0,1,0,0,1
2025-10-21,Electronics,Lahore,1655,589,2025,10,21,Tuesday,4,0,0,1,0,0,0,1
2025-10-22,Electronics,Karachi,904,911,2025,10,22,Wednesday,4,0,0,1,0,0,1,0
2025-10-23,Clothing,Lahore,1379,953,2025,10,23,Thursday,4,0,1,0,0,0,0,1
2025-10-24,Clothing,Lahore,3677,546,2025,10,24,Friday,4,0,1,0,0,0,0,1
2025-10-25,Clothing,Karachi,3001,181,2025,10,25,Saturday,4,0,1,0,0,0,1,0
2025-10-26,Clothing,Islamabad,1487,976,2025,10,26,Sunday,4,0,1,0,0,1,0,0
2025-10-27,Clothing,Islamabad,4788,182,2025,10,27,Monday,4,0,1,0,0,1,0,0
2025-10-28,Food,Karachi,2861,851,2025,10,28,Tuesday,4,0,0,0,1,0,1,0
2025-10-29,Electronics,Karachi,2779,812,2025,10,29,Wednesday,4,0,0,1,0,0,1,0
2025-10-30,Electronics,Karachi,2206,811,2025,10,30,Thursday,4,0,0,1,0,0,1,0
2025-10-31,Electronics,Karachi,4323,543,2025,10,31,Friday,4,0,0,1,0,0,1,0
2025-11-01,Electronics,Karachi,4931,805,2025,11,1,Saturday,4,0,0,1,0,0,1,0
2025-11-02,Clothing,Islamabad,2868,290,2025,11,2,Sunday,4,0,1,0,0,1,0,0
2025-11-03,Electronics,Islamabad,4053,511,2025,11,3,Monday,4,0,0,1,0,1,0,0
2025-11-04,Food,Karachi,3286,227,2025,11,4,Tuesday,4,0,0,0,1,0,1,0
2025-11-05,Food,Lahore,3380,558,2025,11,5,Wednesday,4,0,0,0,1,0,0,1
2025-11-06,Electronics,Karachi,2673,603,2025,11,6,Thursday,4,0,0,1,0,0,1,0
2025-11-07,Electronics,Lahore,4716,79,2025,11,7,Friday,4,0,0,1,0,0,0,1
2025-11-08,Food,Karachi,2699,449,2025,11,8,Saturday,4,0,0,0,1,0,1,0
2025-11-09,Food,Karachi,4133,676,2025,11,9,Sunday,4,0,0,0,1,0,1,0
2025-11-10,Clothing,Islamabad,336,624,2025,11,10,Monday,4,0,1,0,0,1,0,0
2025-11-11,Food,Lahore,1404,328,2025,11,11,Tuesday,4,0,0,0,1,0,0,1
2025-11-12,Clothing,Lahore,3530,539,2025,11,12,Wednesday,4,0,1,0,0,0,0,1
2025-11-13,Clothing,Islamabad,1401,610,2025,11,13,Thursday,4,0,1,0,0,1,0,0
2025-11-14,Clothing,Islamabad,2641,46,2025,11,14,Friday,4,0,1,0,0,1,0,0
2025-11-15,Clothing,Islamabad,2151,705,2025,11,15,Saturday,4,0,1,0,0,1,0,0
2025-11-16,Clothing,Islamabad,541,581,2025,11,16,Sunday,4,0,1,0,0,1,0,0
2025-11-17,Electronics,Lahore,2176,218,2025,11,17,Monday,4,0,0,1,0,0,0,1
2025-11-18,Food,Lahore,3280,406,2025,11,18,Tuesday,4,0,0,0,1,0,0,1
2025-11-19,Clothing,Karachi,2757,368,2025,11,19,Wednesday,4,0,1,0,0,0,1,0
2025-11-20,Food,Karachi,3898,979,2025,11,20,Thursday,4,0,0,0,1,0,1,0
2025-11-21,Food,Islamabad,904,959,2025,11,21,Friday,4,0,0,0,1,1,0,0
2025-11-22,Clothing,Islamabad,174,712,2025,11,22,Saturday,4,0,1,0,0,1,0,0
2025-11-23,Electronics,Islamabad,2275,555,2025,11,23,Sunday,4,0,0,1,0,1,0,0
2025-11-24,Clothing,Karachi,4024,847,2025,11,24,Monday,4,0,1,0,0,0,1,0
2025-11-25,Electronics,Karachi,2189,397,2025,11,25,Tuesday,4,0,0,1,0,0,1,0
2025-11-26,Food,Karachi,140,918,2025,11,26,Wednesday,4,0,0,0,1,0,1,0
2025-11-27,Electronics,Karachi,2181,935,2025,11,27,Thursday,4,0,0,1,0,0,1,0
2025-11-28,Electronics,Karachi,4783,577,2025,11,28,Friday,4,0,0,1,0,0,1,0
2025-11-29,Electronics,Karachi,1722,546,2025,11,29,Saturday,4,0,0,1,0,0,1,0
2025-11-30,Food,Karachi,441,172,2025,11,30,Sunday,4,0,0,0,1,0,1,0
2025-12-01,Food,Islamabad,4152,753,2025,12,1,Monday,4,0,0,0,1,1,0,0
2025-12-02,Electronics,Islamabad,2174,225,2025,12,2,Tuesday,4,0,0,1,0,1,0,0
2025-12-03,Electronics,Islamabad,745,474,2025,12,3,Wednesday,4,0,0,1,0,1,0,0
2025-12-04,Clothing,Islamabad,4926,292,2025,12,4,Thursday,4,0,1,0,0,1,0,0
2025-12-05,Electronics,Karachi,4363,913,2025,12,5,Friday,4,0,0,1,0,0,1,0
2025-12-06,Clothing,Lahore,709,255,2025,12,6,Saturday,4,0,1,0,0,0,0,1
2025-12-07,Electronics,Karachi,554,871,2025,12,7,Sunday,4,0,0,1,0,0,1,0
2025-12-08,Clothing,Lahore,3053,759,2025,12,8,Monday,4,0,1,0,0,0,0,1
2025-12-09,Food,Islamabad,1808,540,2025,12,9,Tuesday,4,0,0,0,1,1,0,0
2025-12-10,Electronics,Karachi,3572,697,2025,12,10,Wednesday,4,0,0,1,0,0,1,0
2025-12-11,Electronics,Islamabad,3069,963,2025,12,11,Thursday,4,0,0,1,0,1,0,0
2025-12-12,Electronics,Karachi,3128,975,2025,12,12,Friday,4,0,0,1,0,0,1,0
2025-12-13,Electronics,Islamabad,4897,850,2025,12,13,Saturday,4,0,0,1,0,1,0,0
2025-12-14,Clothing,Lahore,2781,745,2025,12,14,Sunday,4,0,1,0,0,0,0,1
2025-12-15,Electronics,Lahore,3729,520,2025,12,15,Monday,4,0,0,1,0,0,0,1
2025-12-16,Food,Lahore,4325,136,2025,12,16,Tuesday,4,0,0,0,1,0,0,1
2025-12-17,Food,Karachi,3167,405,2025,12,17,Wednesday,4,0,0,0,1,0,1,0
2025-12-18,Electronics,Lahore,1486,363,2025,12,18,Thursday,4,0,0,1,0,0,0,1
2025-12-19,Food,Karachi,3876,603,2025,12,19,Friday,4,0,0,0,1,0,1,0
2025-12-20,Electronics,Lahore,2966,414,2025,12,20,Saturday,4,0,0,1,0,0,0,1
2025-12-21,Electronics,Lahore,4888,83,2025,12,21,Sunday,4,0,0,1,0,0,0,1
2025-12-22,Food,Karachi,3463,736,2025,12,22,Monday,4,0,0,0,1,0,1,0
2025-12-23,Electronics,Karachi,4989,740,2025,12,23,Tuesday,4,0,0,1,0,0,1,0
2025-12-24,Food,Lahore,4224,91,2025,12,24,Wednesday,4,0,0,0,1,0,0,1
2025-12-25,Clothing,Karachi,248,808,2025,12,25,Thursday,4,1,1,0,0,0,1,0
2025-12-26,Electronics,Lahore,3950,293,2025,12,26,Friday,4,0,0,1,0,0,0,1
2025-12-27,Clothing,Karachi,2158,339,2025,12,27,Saturday,4,0,1,0,0,0,1,0
2025-12-28,Food,Islamabad,1236,357,2025,12,28,Sunday,4,0,0,0,1,1,0,0
2025-12-29,Clothing,Islamabad,286,385,2025,12,29,Monday,4,0,1,0,0,1,0,0
2025-12-30,Clothing,Islamabad,2954,514,2025,12,30,Tuesday,4,0,1,0,0,1,0,0
2025-12-31,Food,Islamabad,1350,626,2025,12,31,Wednesday,4,0,0,0,1,1,0,0
2026-01-01,Clothing,Islamabad,1433,185,2026,1,1,Thursday,1,0,1,0,0,1,0,0
2026-01-02,Clothing,Lahore,4293,563,2026,1,2,Friday,1,0,1,0,0,0,0,1
2026-01-03,Food,Islamabad,4250,30,2026,1,3,Saturday,1,0,0,0,1,1,0,0
2026-01-04,Clothing,Islamabad,2811,320,2026,1,4,Sunday,1,0,1,0,0,1,0,0
2026-01-05,Food,Islamabad,4953,748,2026,1,5,Monday,1,0,0,0,1,1,0,0
2026-01-06,Clothing,Islamabad,4601,820,2026,1,6,Tuesday,1,0,1,0,0,1,0,0
2026-01-07,Food,Karachi,1885,121,2026,1,7,Wednesday,1,0,0,0,1,0,1,0
2026-01-08,Food,Lahore,850,444,2026,1,8,Thursday,1,0,0,0,1,0,0,1
2026-01-09,Clothing,Islamabad,1862,411,2026,1,9,Friday,1,0,1,0,0,1,0,0
2026-01-10,Clothing,Islamabad,4020,798,2026,1,10,Saturday,1,0,1,0,0,1,0,0
2026-01-11,Clothing,Islamabad,4560,233,2026,1,11,Sunday,1,0,1,0,0,1,0,0
2026-01-12,Electronics,Lahore,581,710,2026,1,12,Monday,1,0,0,1,0,0,0,1
2026-01-13,Electronics,Karachi,253,107,2026,1,13,Tuesday,1,0,0,1,0,0,1,0
2026-01-14,Electronics,Lahore,1624,572,2026,1,14,Wednesday,1,0,0,1,0,0,0,1
2026-01-15,Food,Karachi,2220,420,2026,1,15,Thursday,1,0,0,0,1,0,1,0
2026-01-16,Clothing,Islamabad,2443,607,2026,1,16,Friday,1,0,1,0,0,1,0,0
2026-01-17,Food,Islamabad,1340,908,2026,1,17,Saturday,1,0,0,0,1,1,0,0
2026-01-18,Electronics,Lahore,160,65,2026,1,18,Sunday,1,0,0,1,0,0,0,1
2026-01-19,Clothing,Lahore,1038,691,2026,1,19,Monday,1,0,1,0,0,0,0,1
2026-01-20,Food,Karachi,1739,482,2026,1,20,Tuesday,1,0,0,0,1,0,1,0
2026-01-21,Clothing,Karachi,4220,611,2026,1,21,Wednesday,1,0,1,0,0,0,1,0
2026-01-22,Food,Lahore,4326,329,2026,1,22,Thursday,1,0,0,0,1,0,0,1
2026-01-23,Clothing,Karachi,3669,105,2026,1,23,Friday,1,0,1,0,0,0,1,0
2026-01-24,Electronics,Lahore,1352,111,2026,1,24,Saturday,1,0,0,1,0,0,0,1
2026-01-25,Electronics,Karachi,4303,679,2026,1,25,Sunday,1,0,0,1,0,0,1,0
2026-01-26,Clothing,Lahore,271,692,2026,1,26,Monday,1,0,1,0,0,0,0,1
2026-01-27,Food,Lahore,1558,733,2026,1,27,Tuesday,1,0,0,0,1,0,0,1
2026-01-28,Electronics,Lahore,3649,955,2026,1,28,Wednesday,1,0,0,1,0,0,0,1
2026-01-29,Electronics,Karachi,4297,947,2026,1,29,Thursday,1,0,0,1,0,0,1,0
2026-01-30,Electronics,Karachi,2422,261,2026,1,30,Friday,1,0,0,1,0,0,1,0
2026-01-31,Clothing,Karachi,1736,884,2026,1,31,Saturday,1,0,1,0,0,0,1,0
2026-02-01,Clothing,Lahore,3215,21,2026,2,1,Sunday,1,0,1,0,0,0,0,1
2026-02-02,Food,Karachi,4190,244,2026,2,2,Monday,1,0,0,0,1,0,1,0
2026-02-03,Food,Karachi,3104,820,2026,2,3,Tuesday,1,0,0,0,1,0,1,0
2026-02-04,Food,Lahore,429,764,2026,2,4,Wednesday,1,0,0,0,1,0,0,1
2026-02-05,Clothing,Islamabad,3740,992,2026,2,5,Thursday,1,0,1,0,0,1,0,0
2026-02-06,Clothing,Lahore,3994,945,2026,2,6,Friday,1,0,1,0,0,0,0,1
2026-02-07,Food,Karachi,4207,948,2026,2,7,Saturday,1,0,0,0,1,0,1,0
2026-02-08,Food,Lahore,1441,608,2026,2,8,Sunday,1,0,0,0,1,0,0,1
2026-02-09,Clothing,Islamabad,3763,135,2026,2,9,Monday,1,0,1,0,0,1,0,0
2026-02-10,Food,Lahore,315,685,2026,2,10,Tuesday,1,0,0,0,1,0,0,1
2026-02-11,Electronics,Karachi,438,937,2026,2,11,Wednesday,1,0,0,1,0,0,1,0
2026-02-12,Clothing,Islamabad,4162,122,2026,2,12,Thursday,1,0,1,0,0,1,0,0
2026-02-13,Food,Karachi,2808,213,2026,2,13,Friday,1,0,0,0,1,0,1,0
2026-02-14,Clothing,Islamabad,3252,185,2026,2,14,Saturday,1,0,1,0,0,1,0,0
2026-02-15,Electronics,Islamabad,1850,890,2026,2,15,Sunday,1,0,0,1,0,1,0,0
2026-02-16,Clothing,Lahore,2521,109,2026,2,16,Monday,1,0,1,0,0,0,0,1
2026-02-17,Clothing,Lahore,809,705,2026,2,17,Tuesday,1,0,1,0,0,0,0,1
2026-02-18,Clothing,Karachi,3826,141,2026,2,18,Wednesday,1,0,1,0,0,0,1,0
2026-02-19,Clothing,Lahore,3742,162,2026,2,19,Thursday,1,0,1,0,0,0,0,1
2026-02-20,Electronics,Lahore,4093,125,2026,2,20,Friday,1,0,0,1,0,0,0,1
2026-02-21,Clothing,Islamabad,588,906,2026,2,21,Saturday,1,0,1,0,0,1,0,0
2026-02-22,Clothing,Lahore,146,447,2026,2,22,Sunday,1,0,1,0,0,0,0,1
2026-02-23,Food,Islamabad,3459,324,2026,2,23,Monday,1,0,0,0,1,1,0,0
2026-02-24,Clothing,Islamabad,4973,891,2026,2,24,Tuesday,1,0,1,0,0,1,0,0
2026-02-25,Food,Islamabad,4906,990,2026,2,25,Wednesday,1,0,0,0,1,1,0,0
2026-02-26,Electronics,Karachi,500,336,2026,2,26,Thursday,1,0,0,1,0,0,1,0
2026-02-27,Electronics,Karachi,4090,982,2026,2,27,Friday,1,0,0,1,0,0,1,0
2026-02-28,Electronics,Karachi,3257,654,2026,2,28,Saturday,1,0,0,1,0,0,1,0
2026-03-01,Electronics,Islamabad,4445,921,2026,3,1,Sunday,1,0,0,1,0,1,0,0
2026-03-02,Food,Karachi,490,28,2026,3,2,Monday,1,0,0,0,1,0,1,0
2026-03-03,Clothing,Karachi,3953,793,2026,3,3,Tuesday,1,0,1,0,0,0,1,0
2026-03-04,Electronics,Lahore,4530,92,2026,3,4,Wednesday,1,0,0,1,0,0,0,1
2026-03-05,Clothing,Karachi,728,378,2026,3,5,Thursday,1,0,1,0,0,0,1,0
2026-03-06,Food,Karachi,4332,242,2026,3,6,Friday,1,0,0,0,1,0,1,0
2026-03-07,Food,Islamabad,3030,435,2026,3,7,Saturday,1,0,0,0,1,1,0,0
2026-03-08,Food,Islamabad,1621,572,2026,3,8,Sunday,1,0,0,0,1,1,0,0
2026-03-09,Electronics,Islamabad,926,389,2026,3,9,Monday,1,0,0,1,0,1,0,0
2026-03-10,Clothing,Islamabad,4922,735,2026,3,10,Tuesday,1,0,1,0,0,1,0,0
2026-03-11,Clothing,Islamabad,1600,283,2026,3,11,Wednesday,1,0,1,0,0,1,0,0
2026-03-12,Clothing,Islamabad,3394,859,2026,3,12,Thursday,1,0,1,0,0,1,0,0
2026-03-13,Food,Karachi,2519,709,2026,3,13,Friday,1,0,0,0,1,0,1,0
2026-03-14,Electronics,Islamabad,1034,879,2026,3,14,Saturday,1,0,0,1,0,1,0,0
2026-03-15,Food,Islamabad,3142,337,2026,3,15,Sunday,1,0,0,0,1,1,0,0
2026-03-16,Food,Lahore,4597,103,2026,3,16,Monday,1,0,0,0,1,0,0,1
2026-03-17,Clothing,Karachi,1566,337,2026,3,17,Tuesday,1,0,1,0,0,0,1,0
2026-03-18,Food,Karachi,3661,130,2026,3,18,Wednesday,1,0,0,0,1,0,1,0
2026-03-19,Clothing,Karachi,714,270,2026,3,19,Thursday,1,0,1,0,0,0,1,0
2026-03-20,Electronics,Islamabad,1282,402,2026,3,20,Friday,1,0,0,1,0,1,0,0
2026-03-21,Clothing,Islamabad,3323,26,2026,3,21,Saturday,1,0,1,0,0,1,0,0
2026-03-22,Electronics,Islamabad,2767,478,2026,3,22,Sunday,1,0,0,1,0,1,0,0
2026-03-23,Clothing,Lahore,230,103,2026,3,23,Monday,1,0,1,0,0,0,0,1
2026-03-24,Food,Islamabad,3083,227,2026,3,24,Tuesday,1,0,0,0,1,1,0,0
2026-03-25,Food,Lahore,4378,919,2026,3,25,Wednesday,1,0,0,0,1,0,0,1
2026-03-26,Electronics,Karachi,4559,409,2026,3,26,Thursday,1,0,0,1,0,0,1,0
2026-03-27,Electronics,Islamabad,138,333,2026,3,27,Friday,1,0,0,1,0,1,0,0
2026-03-28,Electronics,Lahore,4059,41,2026,3,28,Saturday,1,0,0,1,0,0,0,1
2026-03-29,Clothing,Lahore,3687,429,2026,3,29,Sunday,1,0,1,0,0,0,0,1
2026-03-30,Clothing,Islamabad,1020,914,2026,3,30,Monday,1,0,1,0,0,1,0,0
2026-03-31,Electronics,Karachi,2869,534,2026,3,31,Tuesday,1,0,0,1,0,0,1,0
2026-04-01,Food,Karachi,4211,146,2026,4,1,Wednesday,2,0,0,0,1,0,1,0
2026-04-02,Clothing,Karachi,592,828,2026,4,2,Thursday,2,0,1,0,0,0,1,0
2026-04-03,Clothing,Lahore,1231,719,2026,4,3,Friday,2,0,1,0,0,0,0,1
2026-04-04,Clothing,Lahore,3621,893,2026,4,4,Saturday,2,0,1,0,0,0,0,1
2026-04-05,Electronics,Lahore,410,33,2026,4,5,Sunday,2,0,0,1,0,0,0,1
2026-04-06,Electronics,Lahore,838,990,2026,4,6,Monday,2,0,0,1,0,0,0,1
2026-04-07,Electronics,Karachi,3341,997,2026,4,7,Tuesday,2,0,0,1,0,0,1,0
2026-04-08,Electronics,Islamabad,645,31,2026,4,8,Wednesday,2,0,0,1,0,1,0,0
2026-04-09,Electronics,Lahore,2561,106,2026,4,9,Thursday,2,0,0,1,0,0,0,1
2026-04-10,Food,Lahore,4446,543,2026,4,10,Friday,2,0,0,0,1,0,0,1
2026-04-11,Food,Karachi,4954,928,2026,4,11,Saturday,2,0,0,0,1,0,1,0
2026-04-12,Electronics,Islamabad,1904,556,2026,4,12,Sunday,2,0,0,1,0,1,0,0
2026-04-13,Clothing,Islamabad,3312,320,2026,4,13,Monday,2,0,1,0,0,1,0,0
2026-04-14,Electronics,Karachi,3910,262,2026,4,14,Tuesday,2,0,0,1,0,0,1,0
2026-04-15,Food,Karachi,913,141,2026,4,15,Wednesday,2,0,0,0,1,0,1,0
2026-04-16,Food,Islamabad,4224,166,2026,4,16,Thursday,2,0,0,0,1,1,0,0
2026-04-17,Clothing,Lahore,2132,586,2026,4,17,Friday,2,0,1,0,0,0,0,1
2026-04-18,Food,Islamabad,4672,769,2026,4,18,Saturday,2,0,0,0,1,1,0,0
2026-04-19,Electronics,Karachi,4513,375,2026,4,19,Sunday,2,0,0,1,0,0,1,0
2026-04-20,Clothing,Lahore,344,704,2026,4,20,Monday,2,0,1,0,0,0,0,1
2026-04-21,Electronics,Lahore,4943,923,2026,4,21,Tuesday,2,0,0,1,0,0,0,1
2026-04-22,Electronics,Karachi,4892,752,2026,4,22,Wednesday,2,0,0,1,0,0,1,0
2026-04-23,Clothing,Karachi,371,650,2026,4,23,Thursday,2,0,1,0,0,0,1,0
2026-04-24,Electronics,Karachi,3611,328,2026,4,24,Friday,2,0,0,1,0,0,1,0
2026-04-25,Food,Islamabad,1871,714,2026,4,25,Saturday,2,0,0,0,1,1,0,0
2026-04-26,Electronics,Islamabad,1362,307,2026,4,26,Sunday,2,0,0,1,0,1,0,0
2026-04-27,Clothing,Lahore,2524,326,2026,4,27,Monday,2,0,1,0,0,0,0,1
2026-04-28,Clothing,Karachi,4461,831,2026,4,28,Tuesday,2,0,1,0,0,0,1,0
2026-04-29,Clothing,Lahore,1020,613,2026,4,29,Wednesday,2,0,1,0,0,0,0,1
2026-04-30,Electronics,Lahore,3530,985,2026,4,30,Thursday,2,0,0,1,0,0,0,1
2026-05-01,Clothing,Lahore,4535,933,2026,5,1,Friday,2,0,1,0,0,0,0,1
2026-05-02,Clothing,Lahore,4584,742,2026,5,2,Saturday,2,0,1,0,0,0,0,1
2026-05-03,Electronics,Karachi,2724,681,2026,5,3,Sunday,2,0,0,1,0,0,1,0
2026-05-04,Food,Lahore,3860,568,2026,5,4,Monday,2,0,0,0,1,0,0,1
2026-05-05,Electronics,Karachi,2150,371,2026,5,5,Tuesday,2,0,0,1,0,0,1,0
2026-05-06,Clothing,Karachi,3600,331,2026,5,6,Wednesday,2,0,1,0,0,0,1,0
2026-05-07,Clothing,Islamabad,1265,892,2026,5,7,Thursday,2,0,1,0,0,1,0,0
2026-05-08,Electronics,Karachi,475,78,2026,5,8,Friday,2,0,0,1,0,0,1,0
2026-05-09,Food,Islamabad,2133,662,2026,5,9,Saturday,2,0,0,0,1,1,0,0
2026-05-10,Clothing,Karachi,245,943,2026,5,10,Sunday,2,0,1,0,0,0,1,0
2026-05-11,Clothing,Karachi,4488,733,2026,5,11,Monday,2,0,1,0,0,0,1,0
2026-05-12,Clothing,Karachi,531,774,2026,5,12,Tuesday,2,0,1,0,0,0,1,0
2026-05-13,Electronics,Islamabad,804,54,2026,5,13,Wednesday,2,0,0,1,0,1,0,0
2026-05-14,Clothing,Islamabad,2732,464,2026,5,14,Thursday,2,0,1,0,0,1,0,0
2026-05-15,Food,Lahore,4594,112,2026,5,15,Friday,2,0,0,0,1,0,0,1
